,filename,volume,model_height,model_radius,infill,layer_height,est_time
20059,stls/628051.stl,96146.08352066569,140.0,14.7851877862562,20.0,0.2,354.0
20060,stls/628109.stl,26679.397021465385,3.010692596435547,53.1104353414148,20.0,0.2,115.0
20061,stls/62818.stl,31998.52623987198,70.0,12.062602920634317,20.0,0.2,99.0
20062,stls/628364.stl,37210.323265492916,12.0,31.417104899906978,20.0,0.2,94.0
20063,stls/628394.stl,58088.25022599035,59.30400085449219,17.65741865686839,20.0,0.2,230.0
20064,stls/62849.stl,63869.506041337234,32.665000915527344,24.947699543249076,20.0,0.2,209.0
20065,stls/628508.stl,14327.932956184997,4.900000095367432,30.508354893701064,20.0,0.2,46.0
20066,stls/628560.stl,3584.2650259137154,17.0,8.192202147563098,20.0,0.2,19.0
20067,stls/628616.stl,162966.35919972998,50.0,32.20987527099501,20.0,0.2,497.0
20068,stls/628618.stl,163158.25432676906,50.0,32.22883347708999,20.0,0.2,498.0
20069,stls/628659.stl,2209.005073957961,20.637550354003906,5.8370625522594155,20.0,0.2,15.0
20070,stls/628696.stl,49620.83980708445,25.0,25.13547602201889,20.0,0.2,106.0
20071,stls/628724.stl,324.45215410580084,10.0,3.213663458508112,20.0,0.2,3.0
20072,stls/628759.stl,7098.184861672792,8.5,16.30381556002648,20.0,0.2,41.0
20073,stls/628880.stl,14060.549776700558,28.483905792236328,12.535060788578198,20.0,0.2,74.0
20074,stls/628920.stl,5675.33663593941,22.345399856567383,8.991389511778957,20.0,0.2,8.0
20075,stls/628984.stl,41599.76388718685,40.0,18.19451573153502,20.0,0.2,198.0
20076,stls/628996.stl,65494.53360980301,89.60600280761719,15.2531323398675,20.0,0.2,448.0
20077,stls/629016.stl,14482.326913482097,23.926164627075195,13.880582563218667,20.0,0.2,69.0
20078,stls/629020.stl,40453.783867312246,101.79170227050781,11.2473044213062,20.0,0.2,188.0
20079,stls/629104.stl,7158.042918006579,18.0,11.250866204996948,20.0,0.2,31.0
20080,stls/62917.stl,3850.345003684362,5.0,15.656327027059037,20.0,0.2,17.0
20081,stls/629229.stl,2468.6666666666665,17.0,6.798793170125141,20.0,0.2,11.0
20082,stls/629260.stl,1712.3258619208464,12.0,6.739499550025864,20.0,0.2,8.0
20083,stls/629261.stl,8631.470234642713,9.800000190734863,16.743814741369494,20.0,0.2,48.0
20084,stls/629304.stl,19061.28406353299,21.01338768005371,16.99233666022919,20.0,0.2,43.0
20085,stls/629338.stl,4051.57720343334,2.799999952316284,21.46140306667195,20.0,0.2,18.0
20086,stls/629364.stl,6363.793249160051,5.0,20.12788267472419,20.0,0.2,44.0
20087,stls/62940.stl,35387.29689137141,33.0,18.47531231199054,20.0,0.2,130.0
20088,stls/629406.stl,1406.9279425976176,4.0,10.581104305282159,20.0,0.2,4.0
20089,stls/629588.stl,4630.2477279296245,28.85732650756836,7.146594332881018,20.0,0.2,26.0
20090,stls/629616.stl,13786.815817394265,10.399999618530273,20.54188950619267,20.0,0.2,73.0
20091,stls/629629.stl,762.2830101648966,2.5,9.851745392678916,20.0,0.2,3.0
20092,stls/629779.stl,12401.932777424498,50.0,8.885558857878344,20.0,0.2,54.0
20093,stls/629852.stl,21818676.2363461,434.7099304199219,126.39779040629496,20.0,0.2,281.0
20094,stls/629920.stl,14996.397480646769,48.498748779296875,9.920950161247285,20.0,0.2,74.0
20095,stls/629956.stl,149325.86340296245,40.0,34.47169077086779,20.0,0.2,294.0
20096,stls/630035.stl,5208.218961397807,5.0,18.208940577764523,20.0,0.2,23.0
20097,stls/630105.stl,4350.519937396054,10.0,11.76780993266313,20.0,0.2,14.0
20098,stls/630131.stl,21673.33593098208,10.0,26.265637424996882,20.0,0.2,79.0
20099,stls/63022.stl,13920.596132911493,29.999000549316406,12.153478235431063,20.0,0.2,61.0
20100,stls/630231.stl,94649.02468351134,76.19991302490234,19.884098113172566,20.0,0.2,170.0
20101,stls/630268.stl,7190.324979571548,26.29823875427246,9.329019298414877,20.0,0.2,30.0
20102,stls/630486.stl,11445.629478306842,66.0,7.429728385815682,20.0,0.2,31.0
20103,stls/630496.stl,50890.131173970796,18.21430015563965,29.82192023504511,20.0,0.2,138.0
20104,stls/630505.stl,4145.996759490961,12.99038028717041,10.079259120153266,20.0,0.2,37.0
20105,stls/630530.stl,5308.872471334972,6.0,16.782265401880316,20.0,0.2,20.0
20106,stls/630532.stl,6403.439761797586,26.0,8.854112868219772,20.0,0.2,15.0
20107,stls/630559.stl,3568.062219002594,54.36160659790039,4.57083065543357,20.0,0.2,33.0
20108,stls/630592.stl,3909.5601103414083,11.5,10.402556683027754,20.0,0.2,31.0
20109,stls/630626.stl,438.0154312203328,7.800000190734863,4.22787815256814,20.0,0.2,4.0
20110,stls/630671.stl,2459.234242632403,39.30000305175781,4.463018841293035,20.0,0.2,18.0
20111,stls/63072.stl,35767.274940271476,82.33599090576172,11.759074230951924,20.0,0.2,99.0
20112,stls/630765.stl,56652.97520397697,60.0,17.336475078646092,20.0,0.2,146.0
20113,stls/630825.stl,173530.0485788981,95.10000610351562,24.100282615799678,20.0,0.2,409.0
20114,stls/630852.stl,82711.11176458995,15.00100040435791,41.89352280483869,20.0,0.2,138.0
20115,stls/630856.stl,272670.1602268096,83.22662353515625,32.29332269828134,20.0,0.2,300.0
20116,stls/630870.stl,20089.839154234633,16.33329963684082,19.786834843121582,20.0,0.2,69.0
